"Name","Place Type","Place Tags","Keg Count","Address","City","State","Postcode","Country","Place Radius (m)"
"The Rhinewood Country House Hotel","Venue",,"0","19 Glazebrook Meadows","Glazebrook","England","WA3 5FQ","United Kingdom","50"
"Highdown Hotel & Restaurant","Venue",,"0",,,,,,"50"
"Fairlawns Hotel & Spa","Venue",,"0","Fairlawns Hotel 178 Little Aston Road",,"England","WS9 0NU","United Kingdom","50"
"Chateau Impney Hotel","Venue",,"0",,,,,,"50"
"Sir Christopher Wren Hotel & Spa","Venue",,"0","52 Thames Street",,"England","SL4 1PX","United Kingdom","50"
"Donington Park Farmhouse Hotel","Venue",,"0",,,,,,"50"
"The Essex Golf & Country Club Hotel","Venue",,"0","5 Halifax Way",,"England","CO6 2NS","United Kingdom","50"
"The Oriel Country Hotel & Spa","Venue",,"0",,,"Wales","LL17 0LW","United Kingdom","50"
"Castlecary House Hotel","Venue",,"0",,,,,,"50"
"The Borrowdale Hotel","Venue",,"0",,,"England","CA12 5UY","United Kingdom","50"
"Bonnington Hotel","Venue",,"0",,,,,,"50"
"Sunnydale Hotel - Guest House","Venue",,"0","16 King George Avenue",,"England","FY2 9SN","United Kingdom","50"
"The Angel A Citylodge Hotel","Venue",,"0",,,"England","GU34 3NN","United Kingdom","50"
"Fountain Hotel","Venue",,"0",,,,,,"50"
"Auchrannie House Hotel","Venue",,"0",,,,,,"50"
"Vale Hotel Golf & Spa","Venue",,"0","19 Deg Cymru","Hensol","Wales","CF72 8JY","United Kingdom","50"
"Rendezvous Hotel","Venue",,"0",,,,,,"50"
"Comfort Zone Parkside Apartment Hotel Birmingham","Venue",,"0",,,,,,"50"
"The New Northumbria Hotel","Venue",,"0","92 Osborne Road",,"England","NE2 2TD","United Kingdom","50"
"Castlefield Hotel","Venue",,"0",,,"England","M3 4JJ","United Kingdom","50"
"Dover Hotel","Venue",,"0","26 Belgrave Road",,"England","SW1V 1RG","United Kingdom","50"
"Three Swans Hotel","Venue",,"0","17 Fairfields Cl",,"England","RG17 0BU","United Kingdom","50"
"The Broughton Hotel M1 Jct 14","Venue",,"0","11 London Road","Broughton","England","MK10 9AA","United Kingdom","50"
"Grasshoppers Hotel Glasgow","Venue",,"0","96 Union Street",,"Scotland","G1 3QW","United Kingdom","50"
"The Sandhurst Hotel","Venue",,"0","7 Station Road",,"England","FY4 1BE","United Kingdom","50"
"Citizenm Glasgow Hotel","Venue",,"0",,,,,,"50"
"Premier Hotel Regent","Venue",,"0",,,,,,"50"
"Harte & Garter Hotel & Spa","Venue",,"0","31 High Street",,"England","SL4 1PQ","United Kingdom","50"
"Symphony Lovat Hotel","Venue",,"0",,,,,,"50"
"DoubleTree by Hilton Hotel & Spa Chester","Venue",,"0",,,"England","CH2 3PD","United Kingdom","50"
"Normandie Hotel","Venue",,"0","98 Sussex Gardens",,"England","W2 1UH","United Kingdom","50"
"Meon Valley Marriott Hotel & C","Venue",,"0","8 Sandy Lane","Shedfield","England","SO32 2HQ","United Kingdom","50"
"Chancellors Hotel And Conference","Venue",,"0","Whitworth Lane","Fallowfield","England","M14","United Kingdom","50"
"Osbourne Hotel","Venue",,"0","Royal Pharmaceutical Society 36 York Place",,"Scotland","EH1 3HU","United Kingdom","50"
"Hotel Du Vin And Bistro","Venue",,"0","16/6 Bristo Place",,"Scotland","EH1 1EZ","United Kingdom","50"
"Macdonald Cardrona Hotel Golf & Spa","Venue",,"0",,"Cardrona","Scotland","EH45 9HX","United Kingdom","50"
"Best Western Hetland Hall Hotel","Venue",,"0",,,,,,"50"
"Copthorne Hotel Cardiff Caerdydd","Venue",,"0","6 Saint Brides Road","Saint Bride's-super-Ely","Wales","CF5 6HB","United Kingdom","50"
"Kings Knoll Hotel","Venue",,"0",,,,,,"50"
"Ibis Style Hotel Birmingham Ci","Venue",,"0",,,,,,"50"
"Quality Hotel Birmingham South Nec","Venue",,"0",,,,,,"50"
"Grange Hotel The Clarendon","Venue",,"0",,,,,,"50"
"Shawlands Park Hotel","Venue",,"0",,,,,,"50"
"Prince's Gardens Hotel","Venue",,"0","Imperial College Health Centre 40 Prince's Gardens",,"England","SW7 1LY","United Kingdom","50"
"Best Western Premier Moor Hall Hotel & Spa","Venue",,"0","66 Heath Croft Road","Birmingham","England","B75 6RN","United Kingdom","50"
"Best Western Premier Mount Pleasant Hotel","Venue",,"0",,,,,,"50"
"The Legacy Plymouth International Hotel","Venue",,"0",,,,,,"50"
"Redworth Hall Hotel The Hotel Collection","Venue",,"0","The Lodge Redworth Hall Surtees Road",,"England","DL5 6NT","United Kingdom","50"
"Shendish Manor Hotel & Golf Course","Venue",,"0",,,,,,"50"
"Mercure Blackburn Dunkenhalgh Hotel And Spa","Venue",,"0",,,,,,"50"
"Worsley Park A Marriott Hotel And Country Club","Venue",,"0","12 The Avenue","Worsley","England","M28 1GR","United Kingdom","50"
"DoubleTree by Hilton Hotel London - Ealing","Venue",,"0","7 Hanger Lane",,"England","W5 3HN","United Kingdom","50"
"Nicoll House Hotel","Venue",,"0","26B Nicoll Road",,"England","NW10 9AB","United Kingdom","50"
"Collection Hotel Birmingham Prev.Clarion Collection Birmingham","Venue",,"0",,,,,,"50"
"Aldwark Manor Golf & Spa Hotel","Venue",,"0",,,,,,"50"
"Menzies Hotels London Gatwick","Venue",,"0",,,,,,"50"
"Mercure Bolton West Hotel","Venue",,"0",,,,,,"50"
"Francis Hotel Bath Mgallery Co","Venue",,"0",,,,,,"50"
"Mercure Maidstone Great Danes Hotel","Venue",,"0",,,,,,"50"
"Days Hotel Chester North Gateway To Wales","Venue",,"0","Drome Corner",,"Wales","CH5 2RB","United Kingdom","50"
"Best Western Plus Cedar Court Hotel","Venue",,"0",,,,,,"50"
"Cotswold House Hotel & Spa","Venue",,"0",,,"England","GL55 6AN","United Kingdom","50"
"Arden Hotel & Leisure Club","Venue",,"0",,,"England","B92 0EH","United Kingdom","50"
"Best Western Plus Cedar Court Hotel","Venue",,"0",,,,,,"50"
"Best Western Plus White Horse Hotel","Venue",,"0",,,,,,"50"
"Rookery Hall Hotel And Spa","Venue",,"0",,,,,,"50"
"Travelodge Derry Hotel","Venue",,"0",,,,,,"50"
"Old Ship Hotel The Hotel Collection","Venue",,"0",,,,,,"50"
"The Restover Lodge Hotel Doncaster","Venue",,"0","4 Ten Pound Walk",,"England","DN4 5HX","United Kingdom","50"
"Amba Charing Cross Hotel","Venue",,"0",,,,,,"50"
"Macdonald Botley Park Golf & Spa Hotel","Venue",,"0",,,,,,"50"
"Imperial Hotel Torquay The Hotel Collection","Venue",,"0",,,,,,"50"
"Macdonald Aviemore Highlands Hotel","Venue",,"0",,,,,,"50"
"Academy Hotel At Macdonald Aviemore Resort","Venue",,"0",,,,,,"50"
"Palace Hotel The Hotel Collection","Venue",,"0",,,,,,"50"
"Lovat Arms Hotel","Venue",,"0","40 Inverness Street",,"Scotland","G51 4HA","United Kingdom","50"
"Malone Lodge Hotel & Apartments","Venue",,"0","4 Eglantine Avenue",,"Northern Ireland","BT9 6EW","United Kingdom","50"
"The Cliffeside Hotel","Venue",,"0",,,,,,"50"
"Eynsham Hall Hotel","Venue",,"0","A40","Eynsham","England","OX29 6UZ","United Kingdom","50"
"The Strathdon Hotel","Venue",,"0",,,,,,"50"
"Legacy Great Hallingbury Manor Hotel","Venue",,"0","3 Green Ridges","Great Hallingbury","England","CM22 7TJ","United Kingdom","50"
"Hilton Basingstoke Hotel","Venue",,"0",,,,,,"50"
"New Hall Hotel & Spa","Venue",,"0","33 Aspen Close","Birmingham","England","B76 2PA","United Kingdom","50"
"Angel Hotel The Hotel Collection","Venue",,"0",,,,,,"50"
"The Hare & Five Hounds Hotel","Venue",,"0",,,,,,"50"
"Glazert Country House Hotel","Venue",,"0",,,,,,"50"
"Fitzwilliam Arms Hotel","Venue",,"0",,,,,,"50"
"Hotel Waterfoot","Venue",,"0",,,,,,"50"
"Best Western Plus Gibside Hotel","Venue",,"0","31 Front Street","Whickham","England","NE16 4DN","United Kingdom","50"
"Saba Hotel London","Venue",,"0","107 Shepherds Bush Road",,"England","W6 7LP","United Kingdom","50"
"Arncliffe Hotel","Venue",,"0","90-92 Adelaide Street",,"England","FY1 4LA","United Kingdom","50"
"Royal Overseas League Hotel","Venue",,"0",,,,,,"50"
"Newcastle Marriott Hotel Gosfo","Venue",,"0",,,"England","NE3 5HN","United Kingdom","50"
"Best Western Brook Hotel","Venue",,"0",,,,,,"50"
"Hotel Indigo London Paddingt","Venue",,"0",,,,,,"50"
"Hotel Thistle Cardiff City Centre The Parc","Venue",,"0",,,,,,"50"
"Hotel Indigo London Tower Hi","Venue",,"0",,,,,,"50"
"Quality Hotel Wembley And Conference Centre","Venue",,"0","Dexion House 2-4 Empire Way",,"England","HA9 0EF","United Kingdom","50"
"Millennium Baileys Hotel London Kensington","Venue",,"0",,,,,,"50"
"Radisson Blu Edwardian Vanderbilt Hotel","Venue",,"0","68-86 Cromwell Road",,"England","SW7 5BT","United Kingdom","50"
"Millennium And Copthorne Hotels At Chelsea Football Club","Venue",,"0","Fulham Road",,"England","SW6 1HS","United Kingdom","50"
"Hotel Jury S Inn Belfast","Venue",,"0",,,,,,"50"
"Hyde Park Court Hotel","Venue",,"0","Saint George Hotel 46 Norfolk Square",,"England","W2 1RT","United Kingdom","50"
"Boston Court Hotel","Venue",,"0","26 Upper Berkeley Street",,"England","W1H 7QL","United Kingdom","50"
"Hotel Travelodge Edinburgh West End","Venue",,"0",,,,,,"50"
"Saint Simeon Hotel","Venue",,"0","46 Harrington Gardens",,"England","SW7 4LT","United Kingdom","50"
"Hotel The King James By Thistle Edinburgh","Venue",,"0","43a Leith Street",,"Scotland","EH1 3AT","United Kingdom","50"
"Quality Maitrise Hotel","Venue",,"0","9-10 West Smithfield",,"England","EC1A 9JR","United Kingdom","50"
"St Ermins Hotel","Venue",,"0","9-10 West Smithfield",,"England","EC1A 9JR","United Kingdom","50"
"Millennium And Copthorne Hotels At Chelsea Footbal","Venue",,"0","9-10 West Smithfield",,"England","EC1A 9JR","United Kingdom","50"
"Belmont and Astoria Hotel","Venue",,"0",,,,,,"50"
"Grant Arms Hotel","Venue",,"0",,,,,,"50"
"Argyll Hotel Dunoon","Venue",,"0",,,,,,"50"
"Macdonald Cardrona Hotel Golf and Country Club","Venue",,"0",,"Cardrona","Scotland","EH45 9HX","United Kingdom","50"
"Links Hotel and Bar","Venue",,"0","3 Warrender Park Crescent",,"Scotland","EH9 1DX","United Kingdom","50"
"Lovat Arms Hotel Beauly","Venue",,"0",,,,,,"50"
"Chesters Hotel and Restaurant","Venue",,"0","730 Chester Road","Stretford","England","M32 0RS","United Kingdom","50"
"De Vere Village Village Manchester Ashton Hotel and Leisure Club","Venue",,"0",,,"England","OL7 0PG","United Kingdom","50"
"Village Hotel and Leisure Club East Manchester","Venue",,"0",,,,,,"50"
"Macdonald Elmers Court Hotel and Resort","Venue",,"0",,,,,,"50"
"Gleddoch House Hotel and Country Estate","Venue",,"0",,,,,,"50"
"Lyndon House Hotel","Venue",,"0",,,,,,"50"
"Best Western Wrightington Hotel and Country Club","Venue",,"0","Moss Lane","Astley","England","M29 7LL","United Kingdom","50"
"Best Western Crewe Arms Hotel","Venue",,"0",,,,,,"50"
"Western Isles Hotel","Venue",,"0",,,,,,"50"
"County Hotel Shared Facilities","Venue",,"0","12 Upper Woburn Place",,"England","WC1H 0HX","United Kingdom","50"
"Paragon Hotel Non Refundable Room","Venue",,"0",,,,,,"50"
"Hotel The Bermondsey Square","Venue",,"0","11 Bermondsey Square",,"England","SE1 3UN","United Kingdom","50"
"Huttons Hotel Non Refundable Room","Venue",,"0","55 Belgrave Road",,"England","SW1V 2BB","United Kingdom","50"
"The Bowman S Hotel","Venue",,"0","Bowmans Hotel 35 Bridgegate","Howden","England","DN14 7AE","United Kingdom","50"
"Hotel Quality Crown Paddington","Venue",,"0","Milne House 24 London Street",,"England","W2 1HH","United Kingdom","50"
"Dover Marina Hotel and Spa","Venue",,"0",,,,,,"50"
"Park Grand London Paddington Hotel","Venue",,"0","9-10 West Smithfield",,"England","EC1A 9JR","United Kingdom","50"
"The Big Blue Hotel","Venue",,"0",,,,,,"50"
"Hotel Premier Inn Watfor Central","Venue",,"0","Timms Meadow 69 Water Lane",,"England","WD17 2NJ","United Kingdom","50"
"Fitzwilliam Hotel Belfast","Venue",,"0",,,,,,"50"
"Donnington Valley Hotel and Golf Spa","Venue",,"0",,,,,,"50"
"Cottons Hotel and Spa","Venue",,"0",,,,,,"50"
"Comfort Hotel Clacton On Sea","Venue",,"0",,,,,,"50"
"The Old Course Hotel","Venue",,"0",,,,,,"50"
"Scotland S Hotel and Leisure Club","Venue",,"0",,,,,,"50"
"Macdonald New Drumossie Hotel","Venue",,"0",,,,,,"50"
"Travelodge Manchester Upper Brook Hotel","Venue",,"0","227 Upper Brook Street",,"England","M13 0FY","United Kingdom","50"
"Hundred House Hotel","Venue",,"0",,,"England","TF11 9ED","United Kingdom","50"
"Glenisle Hotel","Venue",,"0","1 A841","Lamlash","Scotland","KA27 8LY","United Kingdom","50"
"The Park Hotel","Venue",,"0","1 Taw Vale",,"England","EX32 9AE","United Kingdom","50"
"Penny Farthing Hotel & Cottages","Venue",,"0","Penny Farthing Hotel 22-30 Romsey Road",,"England","SO43 7AA","United Kingdom","50"
"Scafell Hotel","Venue",,"0",,,,,,"50"
"The Varsity Hotel & Spa","Venue",,"0","20 Thompsons Lane",,"England","CB5 8AQ","United Kingdom","50"
"Pentire Hotel","Venue",,"0",,,,,,"50"
"The Avon Causeway Hotel- Inn","Venue",,"0",,,,,,"50"
"Hotel Pelirocco","Venue",,"0",,,,,,"50"
"Mill End Hotel","Venue",,"0",,,,,,"50"
"South Lodge Hotel","Venue",,"0","192 New London Road",,"England","CM2 0AR","United Kingdom","50"
"Sidholme Hotel","Venue",,"0",,,,,,"50"
"The Long Range Hotel","Venue",,"0",,,,,,"50"
"Horsley Lodge Hotel And Golf Club","Venue",,"0","Smalley Mill Road",,"England","DE21 5BL","United Kingdom","50"
"Solberge Hall Hotel","Venue",,"0",,,,,,"50"
"Throstles Nest Hotel","Venue",,"0","Eagle Vaults 334 Scotland Road",,"England","L5 5AQ","United Kingdom","50"
"Lazaat Hotel","Venue",,"0","A164",,"England","HU16 5SR","United Kingdom","50"
"Tall Trees Hotel","Venue",,"0","2 Church Croft","Lofthouse","England","WF3 3SQ","United Kingdom","50"
"Urquhart Caledonian Hotel","Venue",,"0",,,,,,"50"
"Tower House Hotel","Venue",,"0",,,,,,"50"
"Eurotraveller Hotel Express @ E&C","Venue",,"0","18 Amelia Street",,"England","SE17 3PY","United Kingdom","50"
"Brynafon Hotel","Venue",,"0",,,,,,"50"
"Ivy Bush Royal Hotel","Venue",,"0","Spilman Hotel 36 Spilman Street",,"Wales","SA31 1LQ","United Kingdom","50"
"Coquetvale Hotel","Venue",,"0",,,,,,"50"
"The Marine Hotel","Venue",,"0",,,,,,"50"
"The White House Hotel","Venue",,"0",,,,,,"50"
"Corse Lawn House Hotel","Venue",,"0","B4211",,"England","GL19 4LZ","United Kingdom","50"
"The Springfield Hotel","Venue",,"0","Springfield Hotel A55","Pentre Halkyn","Wales","CH8 8BA","United Kingdom","50"
"The Elizabeth House Hotel","Venue",,"0","42 The Avenue",,"England","SO17 1XP","United Kingdom","50"
"Chadwick House Hotel","Venue",,"0","51 Beech Lane",,"England","SK10 2DS","United Kingdom","50"
"Cavendish Hotel","Venue",,"0",,"Baslow","England","DE45 1SP","United Kingdom","50"
"The Glen Hotel","Venue",,"0",,,,,,"50"
"Adrian Hotels","Venue",,"0",,,,,,"50"
"Seckford Hall Hotel & Restaurant","Venue",,"0","Seckford Hall Road",,"England","IP13 6NU","United Kingdom","50"
"Stanwell House Hotel","Venue",,"0",,,,,,"50"
"Letterfinlay Lodge Hotel","Venue",,"0",,,,,,"50"
"Morar Hotel","Venue",,"0",,,,,,"50"
"The Buccleuch Arms Hotel","Venue",,"0",,"Saint Boswells","Scotland","TD6 0AE","United Kingdom","50"
"Beaufort Hotel","Venue",,"0",,,,,,"50"
"Holt Lodge Hotel","Venue",,"0",,,,,,"50"
"Lodge On The Loch Hotel","Venue",,"0",,,,,,"50"
"Dunnikier House Hotel","Venue",,"0",,,,,,"50"
"Stonecroft Hotel","Venue",,"0","8 Warren House Close","Bramley","England","S66 2RT","United Kingdom","50"
"Holmwood House Hotel","Venue",,"0",,,"England","YO24","United Kingdom","50"
"The Lawn Hotel","Venue",,"0","74 Bath Road",,"England","RG30 2BE","United Kingdom","50"
"The Sibson Inn Hotel","Venue",,"0",,,,,,"50"
"Lodge On Loch Lomond Hotel","Venue",,"0",,,,,,"50"
"Beechlawn House Hotel","Venue",,"0","4 Dunmurry Lane","Dunmurry","Northern Ireland","BT17 9RR","United Kingdom","50"
"The Urr Valley Country House Hotel","Venue",,"0","41 Ernespie Road",,"Scotland","DG7 1LD","United Kingdom","50"
"Knights Court Hotel","Venue",,"0","22 North Drive",,"England","NR30 4EW","United Kingdom","50"
"Close House Hotel","Venue",,"0",,,,,,"50"
"Sands Resort Hotel","Venue",,"0",,,,,,"50"
"Osborne Hotel","Venue",,"0",,,,,,"50"
"Hunley Hotel & Golf Club","Venue",,"0","Hunley Hall Golf Club Ings Lane","Brotton","England","TS12 2FT","United Kingdom","50"
"Hart House Hotel","Venue",,"0","49 Gloucester Place",,"England","W1U 8JE","United Kingdom","50"
"Kensington Court Hotel Notting Hill","Venue",,"0","4 Prince's Square",,"England","W2 4NP","United Kingdom","50"
"Mk Hotel London","Venue",,"0",,,,,,"50"
"Hamiltons Hotel","Venue",,"0",,,,,,"50"
"West Ham United Hotel","Venue",,"0","11 Thunderer Street",,"England","E13 9GJ","United Kingdom","50"
"The Birley Arms Hotel","Venue",,"0",,,,,,"50"
"Lynwood Hotel","Venue",,"0",,,,,,"50"
"The Mountford Hotel","Venue",,"0","42D Croxteth Road",,"England","L8 3SQ","United Kingdom","50"
"Hotel Abys","Venue",,"0",,,,,,"50"
"Agapi Beach Hotel","Venue",,"0",,,,,,"50"
"Athenian Callirhoe Hotel","Venue",,"0",,,,,,"50"
"Toroni Blue Sea Hotel","Venue",,"0",,,,,,"50"
"Thraki Palace Spa Hotel And Conference Center","Venue",,"0",,,,,,"50"
"The Lotus Tree Hotel","Venue",,"0",,,,,,"50"
"Thalassa Hotel","Venue",,"0",,,,,,"50"
"Telemachos Hotel","Venue",,"0",,,,,,"50"
"Sunset Hotel","Venue",,"0",,,,,,"50"
"Sunrise Hotels Studios","Venue",,"0",,,,,,"50"
"Sunny View Hotel","Venue",,"0",,,,,,"50"
"Sun Nicolas Hotel","Venue",,"0",,,,,,"50"
"Sun Beach Hotel & Conference Centre","Venue",,"0",,,,,,"50"
"Strofades Beach Hotel","Venue",,"0",,,,,,"50"
"Stefanakis Hotel & Apartaments","Venue",,"0",,,,,,"50"
"St. Nicolas Bay Resort Hotel & Villas","Venue",,"0",,,,,,"50"
"Sparta Team Hotel- Hostel","Venue",,"0",,,,,,"50"
"Socrates Hotel Malia","Venue",,"0",,,,,,"50"
"Skiathos Holidays Hotel","Venue",,"0",,,,,,"50"
"Sebastians Family Hotel","Venue",,"0",,,,,,"50"
"Santa Marina Beach Hotel","Venue",,"0",,,,,,"50"
"Royal Apart Hotel","Venue",,"0",,,,,,"50"
"Rodos Princess Beach Hotel","Venue",,"0",,,,,,"50"
"Rigas Hotel","Venue",,"0",,,,,,"50"
"Rex Hotel Nafplio","Venue",,"0",,,,,,"50"
"Renieris Hotel","Venue",,"0",,,,,,"50"
"Rastoni Hotel","Venue",,"0",,,,,,"50"
"Pyrros Hotel","Venue",,"0",,,,,,"50"
"Pylaia Boutique Hotel","Venue",,"0",,,,,,"50"
"Primavera Hotel","Venue",,"0",,,,,,"50"
"Trianta Hotel Apartmentos","Venue",,"0",,,,,,"50"
"Turtle Beach Hotel","Venue",,"0",,,,,,"50"
"Vardis Olive Garden Hotel","Venue",,"0",,,,,,"50"
"Varres Hotel","Venue",,"0",,,,,,"50"
"Park Hotel","Venue",,"0",,,,,,"50"
"Kalypso Hotel","Venue",,"0",,,,,,"50"
"Arkadia Hotel","Venue",,"0",,,,,,"50"
"Orizontes Hotel & Villas (Pyrgos)","Venue",,"0",,,,,,"50"
"Zeus Hotel","Venue",,"0",,,,,,"50"
"Miranda Hotel","Venue",,"0",,,,,,"50"
"Mediterranean Hotel","Venue",,"0",,,,,,"50"
"Lefkimi Hotel","Venue",,"0",,,,,,"50"
"Kyknos Beach Hotel","Venue",,"0",,,,,,"50"
"Ilios Hotel","Venue",,"0",,,,,,"50"
"Filoxenia Hotel","Venue",,"0",,,,,,"50"
"Perigiali Hotel Studios & Apartments","Venue",,"0",,,,,,"50"
"Enastron View Hotel","Venue",,"0",,,,,,"50"
"Poseidon Hotel And Apartments","Venue",,"0",,,,,,"50"
"Bellos Hotel Apartment","Venue",,"0",,,,,,"50"
"Anamar Boutique Hotel","Venue",,"0",,,,,,"50"
"Senia Hotel","Venue",,"0",,,,,,"50"
"Samian Blue Seaside Hotel","Venue",,"0",,,,,,"50"
"Samaina Inn Hotel","Venue",,"0",,,,,,"50"
"Sacallis Inn Beach Hotel","Venue",,"0",,,,,,"50"
"La Cite Hotel","Venue",,"0",,,,,,"50"
"Agnantio Hotel & Spa","Venue",,"0",,,,,,"50"
"Zoes Hotel And Studios","Venue",,"0",,,,,,"50"
"Zante Pantheon Hotel","Venue",,"0",,,,,,"50"
"Xenia Hotel","Venue",,"0",,,,,,"50"
"Vrahos Boutique Hotel","Venue",,"0",,,,,,"50"
"Virginia Hotel","Venue",,"0",,,,,,"50"
"Venetia Hotel","Venue",,"0",,,,,,"50"
"Arlen Beach Hotel","Venue",,"0",,,,,,"50"
"Strass Hotel","Venue",,"0",,,,,,"50"
"Poseidon Hotel","Venue",,"0",,,,,,"50"
"Plaza Hotel Kanapitsa","Venue",,"0",,,,,,"50"
"Montreal Hotel","Venue",,"0",,,,,,"50"
"Minos Beach Art Hotel","Venue",,"0",,,,,,"50"
"Messina Mare Seaside Hotel","Venue",,"0",,,,,,"50"
"Melian Hotel And Spa","Venue",,"0",,,,,,"50"
"Matina Hotel","Venue",,"0",,,,,,"50"
"Matala Dimitris Villas And Hotel","Venue",,"0",,,,,,"50"
"Martha'S Haus Hotel","Venue",,"0",,,,,,"50"
"Maritimo Beach Hotel","Venue",,"0",,,,,,"50"
"Marianna Apart Hotel","Venue",,"0",,,,,,"50"
"Maravel Sky Hotel","Venue",,"0",,,,,,"50"
"Manousos City Hotel","Venue",,"0",,,,,,"50"
"Majestic Hotel & Spa","Venue",,"0",,,,,,"50"
"Mabely Grand Hotel","Venue",,"0",,,,,,"50"
"Lonja Hotel","Venue",,"0",,,,,,"50"
"Lito Hotel","Venue",,"0",,,,,,"50"
"Lindos White Hotel & Suites","Venue",,"0",,,,,,"50"
"Lilia Hotel","Venue",,"0",,,,,,"50"
"Lesante Luxury Hotel & Spa","Venue",,"0",,,,,,"50"
"Lazaratos Hotel","Venue",,"0",,,,,,"50"
"Laodamia Hotel","Venue",,"0",,,,,,"50"
"Lagomandra Beach Hotel","Venue",,"0",,,,,,"50"
"Kyriakos Klonos Hotel","Venue",,"0",,,,,,"50"
"Krini Beach Hotel","Venue",,"0",,,,,,"50"
"Koufonisia Hotel & Resort","Venue",,"0",,,,,,"50"
"Korifi Suites Art Hotel","Venue",,"0",,,,,,"50"
"Kokkina Beach Hotel","Venue",,"0",,,,,,"50"
"Klinakis Beach Hotel","Venue",,"0",,,,,,"50"
"Myrto Hotel - Mati Attica","Venue",,"0",,,,,,"50"
"Narkissos Hotel","Venue",,"0",,,,,,"50"
"Navarone Hotel & Spa","Venue",,"0",,,,,,"50"
"Neon Beach Hotel","Venue",,"0",,,,,,"50"
"Plaza Beach Hotel","Venue",,"0",,,,,,"50"
"Platon Beach Hotel","Venue",,"0",,,,,,"50"
"Petra Hotel & Suites","Venue",,"0",,,,,,"50"
"Petra & Fos Boutique Hotel & Spa","Venue",,"0",,,,,,"50"
"Pelli Hotel","Venue",,"0",,,,,,"50"
"Pelagos Hotel","Venue",,"0",,,,,,"50"
"Patras Palace Hotel","Venue",,"0",,,,,,"50"
"Park Hotel","Venue",,"0",,,,,,"50"
"Paradise Hotel","Venue",,"0",,,,,,"50"
"Paradise Hotel","Venue",,"0",,,,,,"50"
"Pantheon City Hotel","Venue",,"0",,,,,,"50"
"Panorama Hotel And Apartments","Venue",,"0",,,,,,"50"
"Panorama Hotel","Venue",,"0",,,,,,"50"
"Portaria Hotel & Spa","Venue",,"0",,,,,,"50"
"Palladion Hotel","Venue",,"0",,,,,,"50"
"Oreades Hotel","Venue",,"0",,,,,,"50"
"Olympic Hotel","Venue",,"0",,,,,,"50"
"Olga Hotel","Venue",,"0",,,,,,"50"
"Odyssia Beach Hotel","Venue",,"0",,,,,,"50"
"Odos Oneiron Hotel","Venue",,"0",,,,,,"50"
"Oceanis Hotel","Venue",,"0",,,,,,"50"
"Oasis Hotel Bungalows","Venue",,"0",,,,,,"50"
"Ntanelis Hotel","Venue",,"0",,,,,,"50"
"Nontas Hotel Apartaments","Venue",,"0",,,,,,"50"
"Niriides Hotel Apartments Studios","Venue",,"0",,,,,,"50"
"Ninos On The Beach Hotel","Venue",,"0",,,,,,"50"
"Nicolas Hotel","Venue",,"0",,,,,,"50"
"Nestorion Hotel","Venue",,"0",,,,,,"50"
"Ostria Hotel And Apartments","Venue",,"0",,,,,,"50"
"Klelia Beach Hotel","Venue",,"0",,,,,,"50"
"Thomas Hotel","Venue",,"0",,,,,,"50"
"Corinthia Hotel St. George's Bay","Venue",,"0",,,,,,"50"
"Margarita Beach Hotel","Venue",,"0",,,,,,"50"
"Via Via Hotel","Venue",,"0",,,,,,"50"
"Ossiris Hotel Apartments","Venue",,"0",,,,,,"50"
"Hanioti Palace Hotel","Venue",,"0",,,,,,"50"
"Yota Beach Hotel","Venue",,"0",,,,,,"50"
"Natalie Hotel Laganas","Venue",,"0",,,,,,"50"
"Hotel Daniel","Venue",,"0",,,,,,"50"
"Victoria Complex Apart-Hotel","Venue",,"0",,,,,,"50"
"Anthemus Sea Beach Hotel And Spa","Venue",,"0",,,,,,"50"
"Chrysanti Hotel","Venue",,"0",,,,,,"50"
"Artemis Hotel","Venue",,"0",,,,,,"50"
"Peli Hotel","Venue",,"0",,,,,,"50"
"Zaneta Hotel","Venue",,"0",,,,,,"50"
"Averinos Hotel","Venue",,"0",,,,,,"50"
"Afrodite Boutigue Hotel","Venue",,"0",,,,,,"50"
"Areti Hotel","Venue",,"0",,,,,,"50"
"Iro Hotel Aghia Galini","Venue",,"0",,,,,,"50"
"Maxine Hotel","Venue",,"0",,,,,,"50"
"Gorgona Hotel","Venue",,"0",,,,,,"50"
"Vicky Hotel","Venue",,"0",,,,,,"50"
"Dimitra Hotel","Venue",,"0",,,,,,"50"
